gid,role,role_score,cluster_id,priority_score,evidence,peripheral_reason,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,depth,is_seed,truncated_by_depth,hub_targets,matched_out_2d_share,distinct_counterparties
100000002301828100,peripheral,0.0,27,0.05087007576747075,"in_deg=1, out_deg=0, in_kzt=46977<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,46977.0,0.0,1,0,0.00029427347052630456,0.0,0.0,3,False,False,0,0.0,1
100000002304943100,peripheral,0.0,31,0.048217201898972245,"depth=4 cutoff; in_deg=1, in_kzt=15000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,15000.0,0.0,1,0,0.0003077346471419066,0.0,0.0,4,False,True,0,0.0,1
100000002305007100,peripheral,0.0,21,0.051233295761225775,"in_deg=1, out_deg=0, in_kzt=56000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,56000.0,0.0,1,0,0.00029562519649749,0.0,0.0,3,False,False,0,0.0,1
100000002305477100,peripheral,0.0,31,0.04885614747617469,"depth=4 cutoff; in_deg=1, in_kzt=20000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,20000.0,0.0,1,0,0.00031469657929749615,0.0,0.0,4,False,True,0,0.0,1
100000002306369100,peripheral,0.0,2,0.06517150311900667,"no rule: b=0.000071<0.002, in_deg=1, out_deg=6, in_kzt=73166, out_kzt=260900, out/in=3.57, depth=1, seed=0",below_thresholds,1,6,73166.0,260900.0,1,9,0.00030063392508557435,7.145508825410446e-05,3.5658639258672062,1,False,False,4,0.0,7
100000002308091100,peripheral,0.0,23,0.05613209730304874,"in_deg=1, out_deg=0, in_kzt=186720<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,186720.0,0.0,1,0,0.0005635514183113788,0.0,0.0,3,False,False,0,0.0,1
100000002320495100,peripheral,0.0,27,0.05015328312915665,"depth=4 cutoff; in_deg=1, in_kzt=13526, out_deg=0; onward transfers unobserved",censored_depth4,1,0,13526.27,0.0,1,0,0.0005377614199631559,0.0,0.0,4,False,True,0,0.0,1
100000002324543100,peripheral,0.0,4,0.05244967182511182,"in_deg=1, out_deg=0, in_kzt=30202<500000, in_tx=1, depth=1<4",single_edge_leaf,1,0,30202.0,0.0,1,0,0.00029010618801878727,0.0,0.0,1,False,False,0,0.0,1
100000002335358100,peripheral,0.0,5,0.05687102109787291,"in_deg=1, out_deg=0, in_kzt=140000<500000, in_tx=2, depth=2<4",single_edge_leaf,1,0,140000.0,0.0,2,0,0.0006151184450136045,0.0,0.0,2,False,False,0,0.0,1
100000002340562100,peripheral,0.0,1,0.05343318151374963,"in_deg=1, out_deg=0, in_kzt=36650<500000, in_tx=2, depth=2<4",single_edge_leaf,1,0,36650.0,0.0,2,0,0.0005331828016435866,0.0,0.0,2,False,False,0,0.0,1
100000002343825100,peripheral,0.0,42,0.06185201674697758,"no rule: b=0.000044<0.002, in_deg=3, out_deg=2, in_kzt=350000, out_kzt=89800, out/in=0.26, depth=3, seed=0",below_thresholds,3,2,350000.0,89800.0,4,2,0.0003350828207250551,4.353297501932783e-05,0.25657142857142856,3,False,False,0,0.14285714285714285,5
100000002346166100,peripheral,0.0,21,0.046702961381779776,"in_deg=1, out_deg=0, in_kzt=6000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,6000.0,0.0,1,0,0.0002877891734418187,0.0,0.0,3,False,False,0,0.0,1
100000002356167100,peripheral,0.0,10,0.05875242446727641,"no rule: b=0.000039<0.002, in_deg=1, out_deg=2, in_kzt=300000, out_kzt=29500, out/in=0.10, depth=3, seed=0",below_thresholds,1,2,300000.0,29500.0,1,3,0.00029660985620653496,3.909906089698889e-05,0.09833333333333333,3,False,False,0,0.018333333333333333,3
100000002369443100,peripheral,0.0,21,0.050998368460536826,"in_deg=1, out_deg=0, in_kzt=50000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,50000.0,0.0,1,0,0.0002946848737308094,0.0,0.0,3,False,False,0,0.0,1
100000002369454100,peripheral,0.0,8,0.05038247458155057,"depth=4 cutoff; in_deg=1, in_kzt=25000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,25000.0,0.0,1,0,0.00043076040376007315,0.0,0.0,4,False,True,0,0.0,1
100000002369510100,peripheral,0.0,21,0.05038677526720883,"in_deg=1, out_deg=0, in_kzt=37150<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,37150.0,0.0,1,0,0.00029267101580550186,0.0,0.0,3,False,False,0,,1
100000002369874100,consolidator,0.6666666666666666,4,0.6186847543798958,"in_deg=4>=3, in_kzt=600000>=100000; out_deg=0, out_kzt=0, depth=3<4; no observed onward transfers",,4,0,600000.0,0.0,4,0,0.00033884808674630425,0.0,0.0,3,False,False,0,0.0,4
100000002371751100,peripheral,0.0,36,0.0613440792223817,"no rule: b=0.000000<0.002, in_deg=1, out_deg=1, in_kzt=200000, out_kzt=250000, out/in=1.25, depth=1, seed=0",below_thresholds,1,1,200000.0,250000.0,5,1,0.0005309030338467363,2.0154155101540663e-07,1.25,1,False,False,0,0.85,2
100000002371892100,peripheral,0.0,55,0.050358620193024776,"depth=4 cutoff; in_deg=1, in_kzt=43830, out_deg=0; onward transfers unobserved",censored_depth4,1,0,43830.0,0.0,1,0,0.0003079008243401697,0.0,0.0,4,False,True,0,0.0,1
100000002373144100,peripheral,0.0,0,0.05325133430556344,"no rule: b=0.000020<0.002, in_deg=1, out_deg=1, in_kzt=46468, out_kzt=10764, out/in=0.23, depth=3, seed=0",below_thresholds,1,1,46468.0,10764.0,1,1,0.00029098648769427095,1.9549530448494444e-05,0.2316432813979513,3,False,False,0,0.0,2
100000002373386100,peripheral,0.0,21,0.049495655545135644,"in_deg=1, out_deg=0, in_kzt=24000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,24000.0,0.0,1,0,0.00029061014174186034,0.0,0.0,3,False,False,0,0.0,1
100000002380341100,peripheral,0.0,0,0.05142701628285673,"in_deg=1, out_deg=0, in_kzt=57566<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,57566.4,0.0,1,0,0.0003105130289019021,0.0,0.0,3,False,False,0,0.0,1
100000002391278100,peripheral,0.0,49,0.05203934238571282,"no rule: b=0.000000<0.002, in_deg=1, out_deg=1, in_kzt=30000, out_kzt=52700, out/in=1.76, depth=3, seed=0",below_thresholds,1,1,30000.0,52700.0,5,2,0.0003951809609742878,0.0,1.7566666666666666,3,False,False,0,0.6666666666666666,1
100000002394199100,peripheral,0.0,1,0.07167319947951459,"no rule: b=0.000000<0.002, in_deg=1, out_deg=1, in_kzt=277398, out_kzt=76777, out/in=0.28, depth=3, seed=0",below_thresholds,1,1,277398.0,76777.0,3,1,0.003050000812051792,0.0,0.2767756076107254,3,False,False,0,0.2767756076107254,1
100000002398779100,consolidator,1.0,0,0.8231154644287609,"in_deg=13>=2*out_deg(1); in_kzt=1095690>=100000, out_kzt=66000, out/in=0.06",,13,1,1095690.0,66000.0,28,3,0.0016072661759540447,1.2999430040493728e-05,0.06023601566136407,2,False,False,0,0.06023601566136407,14
100000002404112100,peripheral,0.0,14,0.051205438807548,"depth=4 cutoff; in_deg=1, in_kzt=60000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,60000.0,0.0,1,0,0.00033153415459718653,0.0,0.0,4,False,True,0,,1
100000002432143100,peripheral,0.0,2,0.05319378195840329,"in_deg=1, out_deg=0, in_kzt=81310<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,81310.0,0.0,1,0,0.0003367378964249902,0.0,0.0,2,False,False,0,0.0,1
100000002433697100,transit,0.6153846153846154,10,0.41478984798139035,"out/in=0.85 in [0.8,1.2]; in_kzt=130000, out_kzt=110000, matched_2d=0.85",,1,1,130000.0,110000.0,1,1,0.0002910786197387434,1.9549530448494444e-05,0.8461538461538461,3,False,False,0,0.8461538461538461,2
100000002435265100,peripheral,0.0,0,0.05294210670660115,"in_deg=1, out_deg=0, in_kzt=132628<500000, in_tx=3, depth=3<4",single_edge_leaf,1,0,132628.0,0.0,3,0,0.00029434969742251515,0.0,0.0,3,False,False,0,0.0,1
100000002443664100,consolidator,0.5,23,0.61226958963022,"in_deg=3>=3, in_kzt=556880>=100000; out_deg=0, out_kzt=0, depth=2<4; no observed onward transfers",,3,0,556880.0,0.0,3,0,0.0003402767068148403,0.0,0.0,2,False,False,0,0.0,3
100000002445750100,peripheral,0.0,0,0.057218312349639214,"no rule: b=0.000020<0.002, in_deg=1, out_deg=1, in_kzt=70000, out_kzt=10000, out/in=0.14, depth=2, seed=0",below_thresholds,1,1,70000.0,10000.0,1,1,0.0005396399331413583,1.975107199950985e-05,0.14285714285714285,2,False,False,0,0.0,2
100000002448088100,peripheral,0.0,31,0.05712822656914186,"no rule: b=0.000021<0.002, in_deg=3, out_deg=1, in_kzt=20000, out_kzt=25000, out/in=1.25, depth=3, seed=0",below_thresholds,3,1,20000.0,25000.0,3,1,0.0005108708923550079,2.1161862856617695e-05,1.25,3,False,False,0,0.5,4
100000002454724100,peripheral,0.0,32,0.053733410654776464,"in_deg=1, out_deg=0, in_kzt=125000<500000, in_tx=3, depth=2<4",single_edge_leaf,1,0,125000.0,0.0,3,0,0.00030252944023421676,0.0,0.0,2,False,False,0,0.0,1
100000002457464100,peripheral,0.0,2,0.05267463211903242,"in_deg=1, out_deg=0, in_kzt=66647<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,66647.0,0.0,1,0,0.00032360851504249923,0.0,0.0,2,False,False,0,0.0,1
100000002459093100,peripheral,0.0,49,0.05975742092315314,"no rule: b=0.000001<0.002, in_deg=1, out_deg=1, in_kzt=500000, out_kzt=55000, out/in=0.11, depth=2, seed=0",below_thresholds,1,1,500000.0,55000.0,2,3,0.0003909707696326588,1.2092493060924398e-06,0.11,2,False,False,0,0.0,2
100000002459163100,peripheral,0.0,39,0.050657896692962,"in_deg=1, out_deg=0, in_kzt=20180<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,20180.0,0.0,1,0,0.0003630686982046427,0.0,0.0,2,False,False,0,0.0,1
100000002459164100,peripheral,0.0,0,0.051493709516334064,"in_deg=1, out_deg=0, in_kzt=20000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,20000.0,0.0,1,0,0.0005441976818028363,0.0,0.0,3,False,False,0,,1
100000002459240100,peripheral,0.0,10,0.05316334778072275,"in_deg=1, out_deg=0, in_kzt=150000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,150000.0,0.0,1,0,0.0002917293534408365,0.0,0.0,3,False,False,0,0.0,1
100000002459832100,terminal,0.880606,34,0.5107679589918931,"in_kzt=880606>=500000; in_deg=2, out_deg=0, depth=3<4; observed endpoint",,2,0,880606.0,0.0,2,0,0.0003949083752008426,0.0,0.0,3,False,False,0,0.0,2
100000002462183100,peripheral,0.0,56,0.0558387583397986,"in_deg=1, out_deg=0, in_kzt=107500<500000, in_tx=3, depth=1<4",single_edge_leaf,1,0,107500.0,0.0,3,0,0.000381945810245056,0.0,0.0,1,False,False,0,0.0,1
100000002469065100,peripheral,0.0,5,0.05483521178358746,"in_deg=1, out_deg=0, in_kzt=200000<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,200000.0,0.0,1,0,0.00032011668892039334,0.0,0.0,2,False,False,0,0.0,1
100000002472632100,peripheral,0.0,13,0.06623743533016961,"no rule: b=0.000020<0.002, in_deg=2, out_deg=1, in_kzt=502400, out_kzt=20000, out/in=0.04, depth=3, seed=0",below_thresholds,2,1,502400.0,20000.0,3,1,0.000989762191228755,2.035569665255607e-05,0.03980891719745223,3,False,False,0,0.0,3
100000002474570100,peripheral,0.0,47,0.04646301701337532,"depth=4 cutoff; in_deg=1, in_kzt=6750, out_deg=0; onward transfers unobserved",censored_depth4,1,0,6750.0,0.0,1,0,0.00029047648047172183,0.0,0.0,4,False,True,0,0.0,1
100000002475601100,peripheral,0.0,34,0.054145560219769934,"in_deg=1, out_deg=0, in_kzt=232301<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,232301.0,0.0,1,0,0.0003034631003743689,0.0,0.0,3,False,False,0,0.0,1
100000002478829100,peripheral,0.0,31,0.05060749658118178,"depth=4 cutoff; in_deg=1, in_kzt=34000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,34000.0,0.0,1,0,0.0003890366169324278,0.0,0.0,4,False,True,0,0.0,1
100000002479804100,peripheral,0.0,2,0.057525876848132276,"no rule: b=0.000002<0.002, in_deg=1, out_deg=2, in_kzt=46000, out_kzt=35300, out/in=0.77, depth=1, seed=0",below_thresholds,1,2,46000.0,35300.0,1,2,0.00029829452781832366,1.8138739591386597e-06,0.7673913043478261,1,False,False,0,0.5,3
100000002480800100,terminal,0.569251,2,0.5443234902310952,"in_kzt=569251>=500000; in_deg=2, out_deg=0, depth=1<4; observed endpoint",,2,0,569251.0,0.0,2,0,0.0006438277688958368,0.0,0.0,1,False,False,0,0.0,2
100000002481735100,peripheral,0.0,5,0.050880958427228035,"in_deg=1, out_deg=0, in_kzt=22436<500000, in_tx=2, depth=2<4",single_edge_leaf,1,0,22436.0,0.0,2,0,0.0003643114143337782,0.0,0.0,2,False,False,0,0.0,1
100000002481974100,peripheral,0.0,8,0.060548272383362606,"no rule: b=0.000040<0.002, in_deg=2, out_deg=2, in_kzt=89447, out_kzt=318000, out/in=3.56, depth=3, seed=0",below_thresholds,2,2,89447.0,318000.0,2,4,0.00033314047777107016,3.95021439990197e-05,3.5551779265934016,3,False,False,0,0.6596084832358827,4
100000002487222100,peripheral,0.0,10,0.05183093716454438,"depth=4 cutoff; in_deg=1, in_kzt=90000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,90000.0,0.0,2,0,0.0003118121876461354,0.0,0.0,4,False,True,0,0.0,1
100000002488629100,peripheral,0.0,1,0.05264482743025589,"in_deg=1, out_deg=0, in_kzt=73050<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,73050.0,0.0,1,0,0.000300752633012811,0.0,0.0,2,False,False,0,0.0,1
100000002489253100,peripheral,0.0,5,0.05195043340014362,"in_deg=1, out_deg=0, in_kzt=51000<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,51000.0,0.0,1,0,0.0003031895019953131,0.0,0.0,2,False,False,0,0.0,1
100000002492277100,peripheral,0.0,2,0.05399625857360571,"in_deg=1, out_deg=0, in_kzt=138500<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,138500.0,0.0,1,0,0.00030877536258807535,0.0,0.0,2,False,False,0,,1
100000002505277100,peripheral,0.0,0,0.051931176089529144,"depth=4 cutoff; in_deg=1, in_kzt=60000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,60000.0,0.0,1,0,0.00040945353341038894,0.0,0.0,4,False,True,0,0.0,1
100000002506987100,peripheral,0.0,17,0.04938117724832246,"depth=4 cutoff; in_deg=1, in_kzt=28200, out_deg=0; onward transfers unobserved",censored_depth4,1,0,28200.0,0.0,1,0,0.00029744788515843076,0.0,0.0,4,False,True,0,0.0,1
100000002508637100,peripheral,0.0,34,0.0571811376177085,"no rule: b=0.000001<0.002, in_deg=1, out_deg=1, in_kzt=306410, out_kzt=8000, out/in=0.03, depth=3, seed=0",below_thresholds,1,1,306410.0,8000.0,1,1,0.0003087634022713056,8.061662040616265e-07,0.02610880845925394,3,False,False,0,0.0,2
100000002509598100,peripheral,0.0,23,0.054673919383265726,"in_deg=1, out_deg=0, in_kzt=305550<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,305550.0,0.0,1,0,0.00030146315099435105,0.0,0.0,3,False,False,0,0.0,1
100000002511581100,peripheral,0.0,21,0.048867358292532845,"in_deg=1, out_deg=0, in_kzt=17600<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,17600.0,0.0,1,0,0.0002896071307907344,0.0,0.0,3,False,False,0,0.0,1
100000002511825100,peripheral,0.0,0,0.05406304675694558,"in_deg=1, out_deg=0, in_kzt=65000<500000, in_tx=1, depth=1<4",single_edge_leaf,1,0,65000.0,0.0,1,0,0.00029909538371887914,0.0,0.0,1,False,False,0,0.0,1
100000002512742100,peripheral,0.0,47,0.046224236653928184,"depth=4 cutoff; in_deg=1, in_kzt=6000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,6000.0,0.0,1,0,0.00029007341049432366,0.0,0.0,4,False,True,0,0.0,1
100000002513028100,peripheral,0.0,57,0.060394664871165266,"no rule: b=0.000062<0.002, in_deg=1, out_deg=3, in_kzt=9500, out_kzt=332709, out/in=35.02, depth=3, seed=0",below_thresholds,1,3,9500.0,332709.0,1,24,0.0003069595520475042,6.167171461071443e-05,35.022,3,False,False,0,,4
100000002514975100,peripheral,0.0,14,0.05067369031281173,"depth=4 cutoff; in_deg=1, in_kzt=17920, out_deg=0; onward transfers unobserved",censored_depth4,1,0,17920.0,0.0,1,0,0.0005333676954602617,0.0,0.0,4,False,True,0,0.0,1
100000002516862100,peripheral,0.0,57,0.052002984629763195,"depth=4 cutoff; in_deg=1, in_kzt=81710, out_deg=0; onward transfers unobserved",censored_depth4,1,0,81710.0,0.0,5,0,0.00035098988379035216,0.0,0.0,4,False,True,0,0.0,1
100000002521039100,peripheral,0.0,0,0.05498929817650975,"in_deg=1, out_deg=0, in_kzt=349370<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,349370.0,0.0,1,0,0.00030660765596611056,0.0,0.0,3,False,False,0,0.0,1
100000002527114100,distributor,1.0,21,0.8315879704209208,"out_deg=111>=10, out_kzt=3289249>=500000; out_tx=113, seed=1",,3,111,129000.0,3289249.0,4,113,0.0008146179725184563,0.00019670455379103686,25.49805426356589,0,True,False,1,1.0,111
100000002528544100,peripheral,0.0,34,0.05374851722984181,"in_deg=1, out_deg=0, in_kzt=192912<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,192912.0,0.0,1,0,0.00030064598516004354,0.0,0.0,3,False,False,0,0.0,1
100000002528978100,peripheral,0.0,17,0.04819461473983959,"depth=4 cutoff; in_deg=1, in_kzt=15900, out_deg=0; onward transfers unobserved",censored_depth4,1,0,15900.0,0.0,1,0,0.00029282490203273926,0.0,0.0,4,False,True,0,0.0,1
100000002529877100,peripheral,0.0,23,0.053677779182173174,"depth=4 cutoff; in_deg=1, in_kzt=232000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,232000.0,0.0,1,0,0.0003072001353201494,0.0,0.0,4,False,True,0,0.0,1
100000002529880100,peripheral,0.0,42,0.05570355523111921,"no rule: b=0.000000<0.002, in_deg=2, out_deg=0, in_kzt=147000, out_kzt=0, out/in=0.00, depth=3, seed=0",below_thresholds,2,0,147000.0,0.0,2,0,0.0003075026318138737,0.0,0.0,3,False,False,0,0.0,2
100000002530224100,peripheral,0.0,4,0.052607062253035866,"in_deg=1, out_deg=0, in_kzt=113000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,113000.0,0.0,1,0,0.0002926951733563121,0.0,0.0,3,False,False,0,0.0,1
100000002531406100,transit,0.903846153846154,34,0.4378422465793228,"out/in=0.96 in [0.8,1.2]; in_kzt=520000, out_kzt=500000, matched_2d=0.00",,1,1,520000.0,500000.0,1,1,0.00032403943463129843,8.061662040616265e-07,0.9615384615384616,3,False,False,0,0.0,2
100000002534091100,peripheral,0.0,8,0.049406025783508854,"in_deg=1, out_deg=0, in_kzt=22200<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,22200.0,0.0,1,0,0.0002976913130763077,0.0,0.0,3,False,False,0,0.0,1
100000002537811100,peripheral,0.0,11,0.062278043682441664,"no rule: b=0.000027<0.002, in_deg=1, out_deg=1, in_kzt=52000, out_kzt=15000, out/in=0.29, depth=3, seed=0",below_thresholds,1,1,52000.0,15000.0,1,1,0.0012360456290911425,2.6805026285049083e-05,0.28846153846153844,3,False,False,0,0.0,2
100000002539625100,peripheral,0.0,42,0.053589429252134085,"in_deg=1, out_deg=0, in_kzt=94700<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,94700.0,0.0,1,0,0.00034655239124734043,0.0,0.0,2,False,False,0,0.0,1
100000002540033100,peripheral,0.0,46,0.05011781969004774,"depth=4 cutoff; in_deg=1, in_kzt=10000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,10000.0,0.0,1,0,0.0005986691957838222,0.0,0.0,4,False,True,0,0.0,1
100000002540623100,peripheral,0.0,11,0.053587637989834506,"in_deg=1, out_deg=0, in_kzt=100000<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,100000.0,0.0,1,0,0.00033469169023197403,0.0,0.0,2,False,False,0,0.0,1
100000002546921100,peripheral,0.0,40,0.04914968869707665,"in_deg=1, out_deg=0, in_kzt=20000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,20000.0,0.0,1,0,0.00029252996306147137,0.0,0.0,3,False,False,0,0.0,1
100000002547110100,consolidator,1.0,42,0.6772097997709663,"in_deg=6>=3, in_kzt=1500000>=100000; out_deg=0, out_kzt=0, depth=3<4; no observed onward transfers",,6,0,1500000.0,0.0,10,0,0.0005540435816644856,0.0,0.0,3,False,False,0,0.0,6
100000002548759100,peripheral,0.0,4,0.057594929440248015,"no rule: b=0.000000<0.002, in_deg=2, out_deg=0, in_kzt=375000, out_kzt=0, out/in=0.00, depth=3, seed=0",below_thresholds,2,0,375000.0,0.0,2,0,0.0003099070264256314,0.0,0.0,3,False,False,0,0.0,2
100000002550141100,peripheral,0.0,8,0.05252813597529909,"in_deg=1, out_deg=0, in_kzt=100586<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,100586.0,0.0,1,0,0.00030915694049666784,0.0,0.0,3,False,False,0,0.0,1
100000002554175100,peripheral,0.0,17,0.049597401752846444,"in_deg=1, out_deg=0, in_kzt=24621<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,24621.0,0.0,1,0,0.00029606062905170245,0.0,0.0,3,False,False,0,0.0,1
100000002556775100,peripheral,0.0,10,0.05459213251374622,"in_deg=1, out_deg=0, in_kzt=300000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,300000.0,0.0,1,0,0.00029660985620653496,0.0,0.0,3,False,False,0,0.0,1
100000002558173100,peripheral,0.0,41,0.04849801205432903,"in_deg=1, out_deg=0, in_kzt=9300<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,9300.0,0.0,1,0,0.0002971511334570816,0.0,0.0,2,False,False,0,0.0,1
100000002559089100,terminal,0.715,23,0.507174464809592,"in_kzt=715000>=500000; in_deg=2, out_deg=0, depth=3<4; observed endpoint",,2,0,715000.0,0.0,2,0,0.0003941569671310513,0.0,0.0,3,False,False,0,0.0,2
100000002565277100,peripheral,0.0,2,0.05885793666679645,"in_deg=1, out_deg=0, in_kzt=483319<500000, in_tx=1, depth=1<4",single_edge_leaf,1,0,483319.0,0.0,1,0,0.0003840114516011486,0.0,0.0,1,False,False,0,0.0,1
100000002566204100,peripheral,0.0,11,0.053076756073260026,"in_deg=1, out_deg=0, in_kzt=80805<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,80805.0,0.0,1,0,0.0003255082571790394,0.0,0.0,2,False,False,0,0.0,1
100000002567887100,peripheral,0.0,10,0.050977004654549046,"in_deg=1, out_deg=0, in_kzt=50915<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,50915.0,0.0,1,0,0.0002885054559972417,0.0,0.0,3,False,False,0,0.0,1
100000002570206100,peripheral,0.0,27,0.056906699612712545,"no rule: b=0.000000<0.002, in_deg=2, out_deg=0, in_kzt=166960, out_kzt=0, out/in=0.00, depth=2, seed=0",below_thresholds,2,0,166959.6,0.0,2,0,0.00031992676454717275,0.0,0.0,2,False,False,0,0.0,2
100000002575080100,transit,0.903846153846154,3,0.39871316783279304,"out/in=0.96 in [0.8,1.2]; in_kzt=13000, out_kzt=12500, matched_2d=0.96",,1,1,13000.0,12500.0,1,1,0.0005543012425460756,2.0154155101540664e-05,0.9615384615384616,3,False,False,0,0.9615384615384616,2
100000002578405100,distributor,1.0,21,0.7457582949494177,"out_deg=116>=10, out_kzt=3108352>=500000; out_tx=120, seed=0",,2,116,1200351.0,3108352.0,7,120,0.0005724925422578223,0.00017393035852629593,2.589535894084314,2,False,False,1,1.0,116
100000002578653100,peripheral,0.0,8,0.04933752836023811,"in_deg=1, out_deg=0, in_kzt=20000<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,20000.0,0.0,1,0,0.0003126975226362899,0.0,0.0,3,False,False,0,0.0,1
100000002580377100,peripheral,0.0,5,0.05533610918819089,"no rule: b=0.000020<0.002, in_deg=1, out_deg=1, in_kzt=37750, out_kzt=5000, out/in=0.13, depth=1, seed=0",below_thresholds,1,1,37750.0,5000.0,2,1,0.00029092578370223753,1.9549530448494444e-05,0.13245033112582782,1,False,False,0,0.0,2
100000002581346100,peripheral,0.0,10,0.0533753918254321,"in_deg=1, out_deg=0, in_kzt=166400<500000, in_tx=1, depth=3<4",single_edge_leaf,1,0,166400.0,0.0,1,0,0.0002922629550765529,0.0,0.0,3,False,False,0,0.0,1
100000002589019100,peripheral,0.0,7,0.05275085002989014,"in_deg=1, out_deg=0, in_kzt=34710<500000, in_tx=1, depth=1<4",single_edge_leaf,1,0,34710.0,0.0,1,0,0.0002926337365004824,0.0,0.0,1,False,False,0,0.0,1
100000002591469100,peripheral,0.0,1,0.056645955977156486,"in_deg=1, out_deg=0, in_kzt=235670<500000, in_tx=1, depth=1<4",single_edge_leaf,1,0,235670.0,0.0,1,0,0.0003004203753980542,0.0,0.0,1,False,False,0,0.0,1
100000002592567100,peripheral,0.0,5,0.05753432774560111,"no rule: b=0.000733<0.002, in_deg=1, out_deg=2, in_kzt=5297, out_kzt=48600, out/in=9.18, depth=1, seed=0",below_thresholds,1,2,5297.0,48600.0,1,2,0.0002874209172776426,0.0007325871426957816,9.175004719652634,1,False,False,1,0.0,3
100000002593038100,peripheral,0.0,7,0.054126024800063705,"in_deg=1, out_deg=0, in_kzt=28500<500000, in_tx=1, depth=2<4",single_edge_leaf,1,0,28500.0,0.0,1,0,0.0006614605263425344,0.0,0.0,2,False,False,0,0.0,1
100000002593344100,peripheral,0.0,4,0.05834441156617817,"no rule: b=0.000000<0.002, in_deg=2, out_deg=0, in_kzt=431000, out_kzt=0, out/in=0.00, depth=3, seed=0",below_thresholds,2,0,431000.0,0.0,2,0,0.00036055287941054486,0.0,0.0,3,False,False,0,0.0,2
100000002594214100,peripheral,0.0,29,0.05716623614576982,"depth=4 cutoff; in_deg=1, in_kzt=1000000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,1000000.0,0.0,1,0,0.0003686849230295868,0.0,0.0,4,False,True,0,0.0,1
100000002596035100,peripheral,0.0,11,0.05681321075332566,"in_deg=1, out_deg=0, in_kzt=231570<500000, in_tx=1, depth=1<4",single_edge_leaf,1,0,231570.0,0.0,1,0,0.0003221383681470158,0.0,0.0,1,False,False,0,0.0,1
100000002596039100,peripheral,0.0,8,0.05403912831825049,"depth=4 cutoff; in_deg=1, in_kzt=280000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,280000.0,0.0,1,0,0.0003057022888327643,0.0,0.0,4,False,True,0,0.0,1
100000002597003100,peripheral,0.0,0,0.05381764963141597,"no rule: b=0.000020<0.002, in_deg=1, out_deg=1, in_kzt=17700, out_kzt=11000, out/in=0.62, depth=1, seed=0",below_thresholds,1,1,17700.0,11000.0,1,1,0.0002901836758270491,1.9549530448494444e-05,0.6214689265536724,1,False,False,0,0.0,2
100000002597074100,peripheral,0.0,0,0.04700077314954773,"depth=4 cutoff; in_deg=1, in_kzt=8000, out_deg=0; onward transfers unobserved",censored_depth4,1,0,8000.0,0.0,1,0,0.0003118132602478166,0.0,0.0,4,False,True,0,0.0,1
